review_count,description,title,price,maker,link,genre,review
22,"山善(YAMAZEN)ボディードクターUV(家庭用紫外線治療器)EUV-67本体サイズ幅約6.7×奥行約9.8×高さ約2.4cm重量約50g(キャップ付)商品説明●医療機器認証番号：223AGBZX00073000●電源：AC100V(50／60Hz)●本体定格：DC4.5V1.2W●電源コード長：約1.5m●5分自動停止タイマー付●セット内容：本体、ACアダプター、保護メガネ2個商品補足説明YAMAZEN，ヤマゼン，山善，通販，水虫，ワキ，ワキガ，紫外線，匂い，ニオイ楽天市場健康食品等必須記載事項広告文責株式会社山善03-6271-6510メーカー(製造)販売元：ファミリー・サービス・エイコー株式会社区分医療機器・日本製医療機器製造販売業許可番号20BZ200023第二種医療機器製造販売業許可番号20B2X00028※電気代は22円(税込)／kWhにて試算しております。",YAMAZEN  ボディードクターUV(家庭用紫外線治療器) EUV-67,4990,山善,http://product.rakuten.co.jp/product/YAMAZEN++%E3%83%9C%E3%83%87%E3%82%A3%E3%83%BC%E3%83%89%E3%82%AF%E3%82%BF%E3%83%BCUV%28%E5%AE%B6%E5%BA%AD%E7%94%A8%E7%B4%AB%E5%A4%96%E7%B7%9A%E6%B2%BB%E7%99%82%E5%99%A8%29+EUV-67/892f01b17dd79bf3c99b2b10e7da9c2f/,その他,3.86
17,"クルールラボゾーガンキンCL-SK3D008B≪美顔器≫『4562134690183』送料無料・メール便・セット・通販・セール・福袋・グッズ・楽天・ランキング・雑貨・日本製・お土産・販売レディース・メンズ・シャンプー・トリートメント・ケラスターゼ・化粧品・香水・アロマ・保温・おすすめ新品・プレゼント・加湿器・空気清浄機・フライパン・大容量・詰め替え・スリム・ダイエット・サプリメントSalespageofEnglish.SalespageofSimplifiedChinese.SalespageofTraditionalChinese.SalespageofKorean.",クルールラボ CL-SK3D008B,21027,クルールラボ,http://product.rakuten.co.jp/product/%E3%82%AF%E3%83%AB%E3%83%BC%E3%83%AB%E3%83%A9%E3%83%9C+CL-SK3D008B/add1191e9152724645a094bcedce0973/,その他,4.06
252,"",MTG RFO-S1819B,15390,MTG,http://product.rakuten.co.jp/product/MTG+RFO-S1819B/943aa05b5194d16aa8fdad37629f30d2/,その他,4.33
140,"ブランド名プラソニエ商品名アクア毛穴クリーンプラチナム商品説明1台で、お肌のベタつき・黒ずみ・カサつき解消！3つのモードを搭載したウォーターピーリング美顔器！SoftpeeL＆cLeansingモードは従来のクレンジング機能がパワーアップ！洗顔では落としにくい毛穴の汚れや古い角質を超音波の力でしっかり洗浄！Nutritionモードでは-(マイナス)電位の作用で、パッティングなどでは届きにくい肌(角層)の奥まで、美容成分を送り込みます。潤いのある、みずみずしいお肌作りに最適です！UPモードでは＋(プラス)電位によりお肌を引き締めて、よりハリのあるお肌へ導きます！ACアダプターまたはUSBで充電できます。区分プラソニエ／日本広告文責株式会社Rafio06-6766-2226",COOLSTREAMプラソニエ アクア毛穴クリーン プラチナム KC318 KC318,11664,イノベイション,http://product.rakuten.co.jp/product/COOLSTREAM%E3%83%97%E3%83%A9%E3%82%BD%E3%83%8B%E3%82%A8+%E3%82%A2%E3%82%AF%E3%82%A2%E6%AF%9B%E7%A9%B4%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3+%E3%83%97%E3%83%A9%E3%83%81%E3%83%8A%E3%83%A0+KC318+KC318/74fe7cb6e2c2a0a1a6ffdd52762775ee/,超音波美顔器,3.92
165,"在庫状況：入荷次第出荷□「返品種別」について詳しくはこちら□◆毎分約34000の回転打撃13個の突起の付いた6つのローラーが、3方向同時に高速立体回転し、プロのハンドトリートメントを再現！　！　気になる凸凹お肉をもみ出すように刺激します。◆選べる左右両回転＆スピードLowモードとHiモード搭載。ボタンひとつで、回転方向やスピードが簡単に変えられます。◆お肌引き締め回転ローラーフェイス用アタッチ面とつき。3つのボールの回転刺激でお顔の表情筋を刺激。お肌の引き締めの効果が期待できます。ボールは取り外し可能なので、いつでも清潔に使用できます。◆お風呂で温めエステ。防水仕様。温まりながらのトリートメントはさらに効果的！　！　■　仕　様　■本体サイズ:約W85×D135×H65mm（アタッチメント除く）本体質量:約285g（アタッチメント除く）充電スタンド、ボディ用アタッチメント、フェイス用アタッチメント、ポーチ(※この説明文は楽天市場店の記載内容です。楽天市場以外でご覧の際はご注意下さい)",YA-MAN IB-7Z,12700,ヤーマン,http://product.rakuten.co.jp/product/YA-MAN+IB-7Z/7307bc0adf961a70a74d01e71969c6e3/,その他,4.17
319,"ベノアプレミアム電子ローラージュエルBS-710≪美顔器≫マイクロカレントローラー・美容ローラー『4562297049507』送料無料・メール便・セット・通販・セール・福袋・グッズ・楽天・ランキング・雑貨・日本製・お土産・販売レディース・メンズ・シャンプー・トリートメント・ケラスターゼ・化粧品・香水・アロマ・保温・おすすめ新品・プレゼント・加湿器・空気清浄機・フライパン・大容量・詰め替え・スリム・ダイエット・サプリメントSalespageofEnglish.SalespageofSimplifiedChinese.SalespageofTraditionalChinese.SalespageofKorean.",BS-710,4093,ファイブスター,http://product.rakuten.co.jp/product/BS-710/2b03e466621287826a5b17d07e7b6e02/,その他,4.16
110,"商品詳細商品名ビューティーバー(BeautyBar)／ビューティバー型番BM-1電源D.C1.5V(単3乾電池1本使用)振動数約6000回／分サイズ本体：長さ140mm×径16mmTバーヘッド：長さ35mm×径6mm重さ約80g(乾電池含む)使用主材質黄銅、アルミ(Tバーヘッド部分は純金特殊表面仕上げ)付属品単3マンガン乾電池1本、特製収納袋、使用説明書メーカー名有限会社エムシービケン商品説明完全防水使用の純金(24K)電動美顔器「ビューティバー」が遂に登場！お肌の乱れを正常化する純金イオンのパワーと、スキンケアに欠かすことのできない適度な刺激を作り出す毎分6000回の美振動のダブルパワーでいきいきとした、そして潤いに満ちたしっとり素肌美へと導きます。≪検索キーワード≫リフトアップ・小顔・美容ローラー・ヤーマン・キャネット・MTG・リファカラット・ゲルマVエステローラー・レダ",エムシービケン ビューティーバー,9778,エムシービケン,http://product.rakuten.co.jp/product/%E3%82%A8%E3%83%A0%E3%82%B7%E3%83%BC%E3%83%93%E3%82%B1%E3%83%B3+%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC%E3%83%90%E3%83%BC/6088f8a826547acc616c7ea40b4188ef/,その他,4.62
10,"■　PHILIPS　■SC526512　フィリップス　洗顔ブラシビザピュア【ブルー】新・洗顔ブラシ　ビザピュア。◆　主な特長　◆◆　主な仕様　◆定格電圧充電式AC100-240V50／60HZ（海外でも使用可能）消費電力7.5W充電時間約6時間使用回数／時間約30分（フル充電時）表示充電表示(白)、充電催促表示(オレンジ)充電池リチウムイオン電池耐水性お風呂で使用可、本体丸洗い可本体寸法幅45×奥45×高さ200mm本体質量144g素材ABS樹脂付属品本体、ノーマル肌用ブラシ（保護キャップ付き）、充電アダプタ、充電スタンド、ポーチ、クイックスタートガイド、取扱説明書保証期間お買い上げ日から2年間（注)仕様は予告無く変更される場合があります。メーカーのホームページもご確認下さい。（注！)離島や郡部など、別途中継料などがかかる地域への発送の場合は、別途追加料金が必要になります。よろしくお願い申し上げます。",PHILIPS SC5265/12,9150,0,http://product.rakuten.co.jp/product/PHILIPS+SC5265%EF%BC%8F12/cbab97fbfe49852b3f6c7bf844768e67/,その他,4.40
79,"材質本体：ABS樹脂、ローラー部：亜鉛合金・シリコン(プラチナ配合)使用方法持ち手の一番厚みのある部分を中心に、しっかり握ってください。身体の丸みある部分に沿って、やさしく転がします。下から上へ往復させるように転がすのがポイントです。首筋、二の腕、肘、手の甲、ウエスト、ヒップ、太もも、膝裏、ふくらはぎなどにお使いいただけます。重量約225g品名Cellsh（セルシュ）サイズ約3.2×13.9×19.0cm区分・広告文責国内・化粧品／有限会社スタイルキューブ　06-6534-1259メーカー-",ファイブスター ビューティーローラー,2595,ファイブスター,http://product.rakuten.co.jp/product/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%96%E3%82%B9%E3%82%BF%E3%83%BC+%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC/1f5db47638e95a4f2635634f1aac1560/,その他,3.81
9,"【ご注文について】お客様のご都合による商品のキャンセル・交換・返品は一切お受けしておりません。ご注文の際は慎重にお選びのうえ、ご注文願います。※ご注文数が20個以上の場合、通常出荷予定日より更に納期がかかります。【送料について】『同梱区分C：1梱包につき630円（全国一律）』※『異なる同梱区分(A〜K)等の商品』を一緒にご注文頂いた場合は、同梱が出来ません。別配送となり追加送料がかかりますので、ご注文後に訂正の上、ご連絡させて頂きます。(送料は自動計算されません。出荷は保留扱いとなります。)1梱包の梱包箱サイズは最大で下記の通りです。■箱140サイズ(W54cm×H38cm×D48cm)、重量約10kg程度まで傘等の長い物や【ケース販売】の記載がある物、梱包箱に収まらない物はこの限りではありません。※商品のサイズ・重量・数量により梱包数が増える場合、梱包箱数分(×630円)の追加送料がかかりますので、ご注文後に訂正の上、ご連絡させて頂きます。【ご注意】配達日の指定不可。配送はヤマト運輸。メール便・定形外郵便等は利用不可。ラッピング包装不可。",ジャパンギャルズ JI-8659,1122,ジャパンギャルズ,http://product.rakuten.co.jp/product/%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%E3%82%AE%E3%83%A3%E3%83%AB%E3%82%BA+JI-8659/41336cfa3e4f00187a0486e7a1c6a98a/,その他,4.11
12,"誉セレビューティー≪美顔ローラー・美容ローラー・美顔器・ゲルマニウムローラー≫『4580366696803』送料無料・メール便・セット・通販・セール・福袋・グッズ・楽天・ランキング・雑貨・日本製・お土産・販売レディース・メンズ・シャンプー・トリートメント・ケラスターゼ・化粧品・香水・アロマ・保温・おすすめ新品・プレゼント・加湿器・空気清浄機・フライパン・大容量・詰め替え・スリム・ダイエット・サプリメントSalespageofEnglish.SalespageofSimplifiedChinese.SalespageofTraditionalChinese.SalespageofKorean.",誉 セレビューティー,7537,スタイルデザインラボ,http://product.rakuten.co.jp/product/%E8%AA%89+%E3%82%BB%E3%83%AC%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/d585e756e7d1d871ae05673e31130bf9/,その他,4.33
181,"エステで今人気のウォーターピーリングを、ご家庭でお使い頂けます。ウォーターピーリングは、超音波振動で水をミスト化させて、皮脂や毛穴まわりの汚れを水の勢いで吹き飛ばします。大きいヘラの顔用スパチュラと、ピンポイントで使いやすい小鼻用スパチュラ。付け替えるのが面倒くさいというお客様の声から、2つのヘッドを一つに致しました。顔につける水も水道水でいいので、ランニングコストも掛かりません。週に2回程度のご使用を目安にお使い下さい。プラソニエアクア毛穴クリーンシリーズは、人気商品が並ぶバラエティショップなどでも取り上げられています。",アクア毛穴クリーン,6912,ビッグフィールド,http://product.rakuten.co.jp/product/%E3%82%A2%E3%82%AF%E3%82%A2%E6%AF%9B%E7%A9%B4%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3/7855f8ee36750906c6aeb6d2fe839bde/,超音波美顔器,3.87
94,"ブランド名デルファーマ商品名VCキュア特徴通常の洗顔では落としきれない毛穴に詰まった汚れをしっかり除去する「クレンジングモード」と、有効成分を肌の奥深くまで届ける「パッティングモード」の2つの機能でケアします。より深く、確実に、有効成分を肌の奥まで届けるイオン導入器です。仕様サイズ：幅47×高さ182×奥行52mm、重量：約115g（電池含まず）電池種類：単4型乾電池3本、消費電力：10mA使用方法洗顔後、VCイオンローション適量をコットンに含ませ、VCキュアでイオンクレンジング(クレンジングモード)を行います。その後、コットンを交換し、再びVCイオンローションをコットンに適量含ませ、イオン導入(パッティングモード)を行います。VCキュア使用後は化粧水で肌を整え、保湿クリームまたは保湿ジェルで保湿します。区分美顔器販売元株式会社　エスト・コミュ　広告文責株式会社エクセレントメディカル／連絡先：0120-39-9922こちらはフレームを使用しております。表示されない場合は、フレーム対応のブラウザでご覧ください。",〔医療機関専用〕デルファーマ VCキュア イオン導入器,21384,エクセレントメディカル,http://product.rakuten.co.jp/product/%E3%80%94%E5%8C%BB%E7%99%82%E6%A9%9F%E9%96%A2%E5%B0%82%E7%94%A8%E3%80%95%E3%83%87%E3%83%AB%E3%83%95%E3%82%A1%E3%83%BC%E3%83%9E+VC%E3%82%AD%E3%83%A5%E3%82%A2+%E3%82%A4%E3%82%AA%E3%83%B3%E5%B0%8E%E5%85%A5%E5%99%A8/31cd27e101561d00e0b579be53044aac/,イオン導入器,4.14
